sample_id,line_id,replicate,condition_name,macrophage_harvest,salmonella_date,ng_ul_mean,rna_extraction,rna_submit,library_pool,chemistry,rna_auto,biosamples_accession
iicq_C,iicq_1,1,SL1344,4/1/2015,4/8/2015,64.63,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885324
iicq_D,iicq_1,1,IFNg_SL1344,4/1/2015,4/8/2015,64.63,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885144
iill_A,iill_1,1,naive,10/28/2015,11/5/2015,332.6175,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885229
iill_B,iill_1,1,IFNg,10/28/2015,11/5/2015,332.6175,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885126
iill_C,iill_1,1,SL1344,10/28/2015,11/5/2015,332.6175,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885331
iill_D,iill_1,1,IFNg_SL1344,10/28/2015,11/5/2015,332.6175,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884954
iisa_A,iisa_3,1,naive,4/29/2015,5/6/2015,262.03,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885195
iisa_B,iisa_3,1,IFNg,4/29/2015,5/6/2015,262.03,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885314
iisa_C,iisa_3,1,SL1344,4/29/2015,5/6/2015,262.03,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885199
iisa_D,iisa_3,1,IFNg_SL1344,4/29/2015,5/6/2015,262.03,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885152
jorr_A,jorr_1,1,naive,12/5/2014,12/12/2014,159.8025,2/5/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885206
jorr_B,jorr_1,1,IFNg,12/5/2014,12/12/2014,159.8025,2/5/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885405
jorr_C,jorr_1,1,SL1344,12/5/2014,12/12/2014,159.8025,2/5/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885379
jorr_D,jorr_1,1,IFNg_SL1344,12/5/2014,12/12/2014,159.8025,2/5/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885019
joxm_A,joxm_1,1,naive,4/29/2015,5/6/2015,221.72,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885397
joxm_B,joxm_1,1,IFNg,4/29/2015,5/6/2015,221.72,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885072
joxm_C,joxm_1,1,SL1344,4/29/2015,5/6/2015,221.72,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885108
joxm_D,joxm_1,1,IFNg_SL1344,4/29/2015,5/6/2015,221.72,5/22/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885109
kaks_A,kaks_3,1,naive,10/15/2014,10/22/2014,117.81,11/15/2014,11/18/2014,3226_RNA-3_191114,V4,0,SAMEA103885268
kaks_B,kaks_3,1,IFNg,10/15/2014,10/22/2014,117.81,11/15/2014,11/18/2014,3226_RNA-3_191114,V4,0,SAMEA103885306
kaks_C,kaks_3,1,SL1344,10/15/2014,10/22/2014,117.81,11/15/2014,11/18/2014,3226_RNA-3_191114,V4,0,SAMEA103885267
kaks_D,kaks_3,1,IFNg_SL1344,10/15/2014,10/22/2014,117.81,11/15/2014,11/18/2014,3226_RNA-3_191114,V4,0,SAMEA103885239
kolf_A,kolf_3,1,naive,5/7/2015,5/13/2015,215.96,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885310
kolf_B,kolf_3,1,IFNg,5/7/2015,5/13/2015,215.96,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885191
kolf_C,kolf_3,1,SL1344,5/7/2015,5/13/2015,215.96,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885258
kolf_D,kolf_3,1,IFNg_SL1344,5/7/2015,5/13/2015,215.96,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885066
kuxp_A,kuxp_1,1,naive,7/16/2015,7/22/2015,295.8675,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885017
kuxp_B,kuxp_1,1,IFNg,7/16/2015,7/22/2015,295.8675,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885255
kuxp_C,kuxp_1,1,SL1344,7/16/2015,7/22/2015,295.8675,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884990
kuxp_D,kuxp_1,1,IFNg_SL1344,7/16/2015,7/22/2015,295.8675,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885101
liun_A,liun_2,1,naive,6/8/2014,6/14/2014,209.575,6/24/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885400
liun_B,liun_2,1,IFNg,6/8/2014,6/14/2014,209.575,6/24/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885112
liun_C,liun_2,1,SL1344,6/8/2014,6/14/2014,209.575,6/24/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885130
liun_D,liun_2,1,IFNg_SL1344,6/8/2014,6/14/2014,209.575,6/24/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885090
meqo_A,meqo_3,1,naive,11/14/2014,11/20/2014,45.49,12/4/2014,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103884870
meqo_B,meqo_3,1,IFNg,11/14/2014,11/20/2014,45.49,12/4/2014,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885389
meqo_C,meqo_3,1,SL1344,11/14/2014,11/20/2014,45.49,12/4/2014,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885138
meqo_D,meqo_3,1,IFNg_SL1344,11/14/2014,11/20/2014,45.49,12/4/2014,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103884988
nemb_A,nemb_1,1,naive,7/15/2015,7/22/2015,160.57,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884940
nemb_B,nemb_1,1,IFNg,7/15/2015,7/22/2015,160.57,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885273
nemb_C,nemb_1,1,SL1344,7/15/2015,7/22/2015,160.57,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885249
nemb_D,nemb_1,1,IFNg_SL1344,7/15/2015,7/22/2015,160.57,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885026
nibo_A,nibo_2,1,naive,3/18/2015,3/25/2015,160.7725,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885313
nibo_B,nibo_2,1,IFNg,3/18/2015,3/25/2015,160.7725,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103884981
nibo_C,nibo_2,1,SL1344,3/18/2015,3/25/2015,160.7725,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885222
nibo_D,nibo_2,1,IFNg_SL1344,3/18/2015,3/25/2015,160.7725,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885375
nukw_A,nukw_1,1,naive,10/28/2015,11/5/2015,147.7825,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884927
nukw_B,nukw_1,1,IFNg,10/28/2015,11/5/2015,147.7825,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885029
nukw_C,nukw_1,1,SL1344,10/28/2015,11/5/2015,147.7825,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885164
nukw_D,nukw_1,1,IFNg_SL1344,10/28/2015,11/5/2015,147.7825,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885253
nusw_A,nusw_2,1,naive,3/25/2015,4/1/2015,111.66,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103884960
nusw_B,nusw_2,1,IFNg,3/25/2015,4/1/2015,111.66,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885294
nusw_C,nusw_2,1,SL1344,3/25/2015,4/1/2015,111.66,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885316
nusw_D,nusw_2,1,IFNg_SL1344,3/25/2015,4/1/2015,111.66,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885342
oapg_A,oapg_5,1,naive,7/24/2015,7/31/2015,103.115,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885341
oapg_B,oapg_5,1,IFNg,7/24/2015,7/31/2015,103.115,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884894
oapg_C,oapg_5,1,SL1344,7/24/2015,7/31/2015,103.115,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885374
oapg_D,oapg_5,1,IFNg_SL1344,7/24/2015,7/31/2015,103.115,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885137
oarz_A_2,oarz_2,2,naive,10/30/2014,11/5/2014,247.1,11/6/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885353
oarz_B_2,oarz_2,2,IFNg,10/30/2014,11/5/2014,247.1,11/6/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885129
oarz_C_2,oarz_2,2,SL1344,10/30/2014,11/5/2014,247.1,11/6/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885244
oarz_D_2,oarz_2,2,IFNg_SL1344,10/30/2014,11/5/2014,247.1,11/6/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885361
oefg_A,oefg_2,1,naive,4/21/2015,4/28/2015,366.9925,4/29/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885194
oefg_B,oefg_2,1,IFNg,4/21/2015,4/28/2015,366.9925,4/29/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103884950
oefg_C,oefg_2,1,SL1344,4/21/2015,4/28/2015,366.9925,4/29/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885055
oefg_D,oefg_2,1,IFNg_SL1344,4/21/2015,4/28/2015,366.9925,4/29/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885162
oeoo_A,oeoo_2,1,naive,10/6/2014,10/13/2014,60.4025,12/4/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103885180
oeoo_B,oeoo_2,1,IFNg,10/6/2014,10/13/2014,60.4025,12/4/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103885402
oeoo_C,oeoo_2,1,SL1344,10/6/2014,10/13/2014,60.4025,12/4/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103884900
oeoo_D,oeoo_2,1,IFNg_SL1344,10/6/2014,10/13/2014,60.4025,12/4/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103885283
oevr_A,oevr_3,1,naive,10/7/2015,10/14/2015,63.3275,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884925
oevr_B,oevr_3,1,IFNg,10/7/2015,10/14/2015,63.3275,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885259
oevr_C,oevr_3,1,SL1344,10/7/2015,10/14/2015,63.3275,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885354
oevr_D,oevr_3,1,IFNg_SL1344,10/7/2015,10/14/2015,63.3275,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884891
oomz_A,oomz_2,1,naive,6/8/2014,6/14/2014,187.455,7/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103884915
oomz_B,oomz_2,1,IFNg,6/8/2014,6/14/2014,187.455,7/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885292
oomz_C,oomz_2,1,SL1344,6/8/2014,6/14/2014,187.455,7/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885133
oomz_D,oomz_2,1,IFNg_SL1344,6/8/2014,6/14/2014,187.455,7/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103884926
ougl_A,ougl_3,1,naive,5/26/2014,6/3/2014,108.6075,6/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103884899
ougl_A_2,ougl_3,2,naive,3/18/2015,3/25/2015,113.875,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885349
ougl_B,ougl_3,1,IFNg,5/26/2014,6/3/2014,108.6075,6/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885277
ougl_B_2,ougl_3,2,IFNg,3/18/2015,3/25/2015,113.875,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885000
ougl_C,ougl_3,1,SL1344,5/26/2014,6/3/2014,108.6075,6/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885373
ougl_C_2,ougl_3,2,SL1344,3/18/2015,3/25/2015,113.875,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885395
ougl_D,ougl_3,1,IFNg_SL1344,5/26/2014,6/3/2014,108.6075,6/9/2014,7/13/2014,3226_dUTP_160714_1,V3,0,SAMEA103885169
ougl_D_2,ougl_3,2,IFNg_SL1344,3/18/2015,3/25/2015,113.875,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885221
pahc_A,pahc_4,1,naive,4/29/2015,5/6/2015,232.7675,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885305
pahc_B,pahc_4,1,IFNg,4/29/2015,5/6/2015,232.7675,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884913
pahc_C,pahc_4,1,SL1344,4/29/2015,5/6/2015,232.7675,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885378
pahc_D,pahc_4,1,IFNg_SL1344,4/29/2015,5/6/2015,232.7675,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885010
pamv_A,pamv_3,1,naive,7/24/2015,7/31/2015,258.5375,8/16/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885329
pamv_B,pamv_3,1,IFNg,7/24/2015,7/31/2015,258.5375,8/16/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884920
pamv_C,pamv_3,1,SL1344,7/24/2015,7/31/2015,258.5375,8/16/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885252
pamv_D,pamv_3,1,IFNg_SL1344,7/24/2015,7/31/2015,258.5375,8/16/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885113
pelm_A,pelm_3,1,naive,8/5/2015,8/12/2015,99.44,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885343
pelm_B,pelm_3,1,IFNg,8/5/2015,8/12/2015,99.44,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885148
pelm_C,pelm_3,1,SL1344,8/5/2015,8/12/2015,99.44,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885075
pelm_D,pelm_3,1,IFNg_SL1344,8/5/2015,8/12/2015,99.44,8/26/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884999
peop_A,peop_2,1,naive,5/26/2014,6/3/2014,69.7375,6/6/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103884880
peop_B,peop_2,1,IFNg,5/26/2014,6/3/2014,69.7375,6/6/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885326
peop_C,peop_2,1,SL1344,5/26/2014,6/3/2014,69.7375,6/6/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885261
peop_D,peop_2,1,IFNg_SL1344,5/26/2014,6/3/2014,69.7375,6/6/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885307
podx_A,podx_1,1,naive,7/15/2015,7/22/2015,93.59,8/14/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885111
podx_B,podx_1,1,IFNg,7/15/2015,7/22/2015,93.59,8/14/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884919
podx_C,podx_1,1,SL1344,7/15/2015,7/22/2015,93.59,8/14/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885276
podx_D,podx_1,1,IFNg_SL1344,7/15/2015,7/22/2015,93.59,8/14/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885021
qanu_A,qanu_2,1,naive,6/8/2014,6/14/2014,70.9,7/9/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885177
qanu_B,qanu_2,1,IFNg,6/8/2014,6/14/2014,70.9,7/9/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885370
qanu_C,qanu_2,1,SL1344,6/8/2014,6/14/2014,70.9,7/9/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885367
qanu_D,qanu_2,1,IFNg_SL1344,6/8/2014,6/14/2014,70.9,7/9/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885297
qaqx_A,qaqx_1,1,naive,11/11/2015,11/18/2015,488.8275,12/7/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885262
qaqx_B,qaqx_1,1,IFNg,11/11/2015,11/18/2015,488.8275,12/7/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885228
qaqx_C,qaqx_1,1,SL1344,11/11/2015,11/18/2015,488.8275,12/7/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885308
qaqx_D,qaqx_1,1,IFNg_SL1344,11/11/2015,11/18/2015,488.8275,12/7/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884949
qimz_A,qimz_1,1,naive,7/9/2014,7/15/2014,307.4575,7/15/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885393
qimz_B,qimz_1,1,IFNg,7/9/2014,7/15/2014,307.4575,7/15/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885161
qimz_C,qimz_1,1,SL1344,7/9/2014,7/15/2014,307.4575,7/15/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885123
qimz_D,qimz_1,1,IFNg_SL1344,7/9/2014,7/15/2014,307.4575,7/15/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103884956
qolg_A,qolg_3,1,naive,10/30/2015,11/5/2015,161.1725,11/6/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885076
qolg_B,qolg_3,1,IFNg,10/30/2015,11/5/2015,161.1725,11/6/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884992
qolg_C,qolg_3,1,SL1344,10/30/2015,11/5/2015,161.1725,11/6/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885142
qolg_D,qolg_3,1,IFNg_SL1344,10/30/2015,11/5/2015,161.1725,11/6/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885382
ruyv_A,ruyv_1,1,naive,4/7/2015,4/14/2015,39.95,4/29/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885231
ruyv_B,ruyv_1,1,IFNg,4/7/2015,4/14/2015,39.95,4/29/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885121
ruyv_C,ruyv_1,1,SL1344,4/7/2015,4/14/2015,39.95,4/29/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884936
ruyv_D,ruyv_1,1,IFNg_SL1344,4/7/2015,4/14/2015,39.95,4/29/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885027
sojd_A,sojd_3,1,naive,10/7/2015,10/14/2015,120.7125,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885212
sojd_B,sojd_3,1,IFNg,10/7/2015,10/14/2015,120.7125,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884971
sojd_C,sojd_3,1,SL1344,10/7/2015,10/14/2015,120.7125,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885290
sojd_D,sojd_3,1,IFNg_SL1344,10/7/2015,10/14/2015,120.7125,11/17/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885281
sukz_A,sukz_1,1,naive,4/29/2015,5/6/2015,213.3725,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885035
sukz_B,sukz_1,1,IFNg,4/29/2015,5/6/2015,213.3725,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885167
sukz_C,sukz_1,1,SL1344,4/29/2015,5/6/2015,213.3725,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885340
sukz_D,sukz_1,1,IFNg_SL1344,4/29/2015,5/6/2015,213.3725,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885003
uimo_A,uimo_1,1,naive,3/25/2015,4/1/2015,82.2125,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885377
uimo_B,uimo_1,1,IFNg,3/25/2015,4/1/2015,82.2125,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885128
uimo_C,uimo_1,1,SL1344,3/25/2015,4/1/2015,82.2125,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885371
uimo_D,uimo_1,1,IFNg_SL1344,3/25/2015,4/1/2015,82.2125,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885356
vass_A,vass_1,1,naive,4/17/2015,4/24/2015,121.2975,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103884943
vass_B,vass_1,1,IFNg,4/17/2015,4/24/2015,121.2975,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885245
vass_C,vass_1,1,SL1344,4/17/2015,4/24/2015,121.2975,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885175
vass_D,vass_1,1,IFNg_SL1344,4/17/2015,4/24/2015,121.2975,4/27/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885322
veqz_A,veqz_6,1,naive,4/29/2015,5/6/2015,142.9,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885067
veqz_B,veqz_6,1,IFNg,4/29/2015,5/6/2015,142.9,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884978
veqz_C,veqz_6,1,SL1344,4/29/2015,5/6/2015,142.9,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884912
veqz_D,veqz_6,1,IFNg_SL1344,4/29/2015,5/6/2015,142.9,5/19/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885387
voas_A,voas_2,1,naive,11/19/2014,11/26/2014,108.8125,12/7/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103884889
voas_B,voas_2,1,IFNg,11/19/2014,11/26/2014,108.8125,12/7/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885139
voas_C,voas_2,1,SL1344,11/19/2014,11/26/2014,108.8125,12/7/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885406
voas_D,voas_2,1,IFNg_SL1344,11/19/2014,11/26/2014,108.8125,12/7/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885201
vorx_A,vorx_1,1,naive,11/14/2014,11/20/2014,283.025,11/25/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103884993
vorx_B,vorx_1,1,IFNg,11/14/2014,11/20/2014,283.025,11/25/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103884935
vorx_C,vorx_1,1,SL1344,11/14/2014,11/20/2014,283.025,11/25/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103885039
vorx_D,vorx_1,1,IFNg_SL1344,11/14/2014,11/20/2014,283.025,11/25/2014,12/9/2014,3226_RNAseq-1_111214,V4,0,SAMEA103884959
wibj_A,wibj_2,1,naive,4/21/2015,4/28/2015,152.66,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884887
wibj_B,wibj_2,1,IFNg,4/21/2015,4/28/2015,152.66,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885058
wibj_C,wibj_2,1,SL1344,4/21/2015,4/28/2015,152.66,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885107
wibj_D,wibj_2,1,IFNg_SL1344,4/21/2015,4/28/2015,152.66,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885211
xucm_A,xucm_3,1,naive,5/7/2015,5/13/2015,216.87,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885056
xucm_B,xucm_3,1,IFNg,5/7/2015,5/13/2015,216.87,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884901
xucm_C,xucm_3,1,SL1344,5/7/2015,5/13/2015,216.87,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103885124
xucm_D,xucm_3,1,IFNg_SL1344,5/7/2015,5/13/2015,216.87,5/16/2015,5/26/2015,3226_RNAauto-260515,V4_auto,1,SAMEA103884962
xugn_A,xugn_1,1,naive,7/15/2015,7/22/2015,126.62,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885286
xugn_B,xugn_1,1,IFNg,7/15/2015,7/22/2015,126.62,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103884890
xugn_C,xugn_1,1,SL1344,7/15/2015,7/22/2015,126.62,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885173
xugn_D,xugn_1,1,IFNg_SL1344,7/15/2015,7/22/2015,126.62,8/18/2015,9/16/2015,3226_RNAauto-160915,V4_auto,1,SAMEA103885013
yemz_A,yemz_1,1,naive,4/17/2015,4/24/2015,88.2075,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885334
yemz_B,yemz_1,1,IFNg,4/17/2015,4/24/2015,88.2075,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885147
yemz_C,yemz_1,1,SL1344,4/17/2015,4/24/2015,88.2075,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885390
yemz_D,yemz_1,1,IFNg_SL1344,4/17/2015,4/24/2015,88.2075,4/25/2015,4/29/2015,3226_RNAauto-290415,V4_auto,1,SAMEA103885078
yuze_A,yuze_1,1,naive,8/14/2014,8/22/2014,136.7475,9/8/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885023
yuze_B,yuze_1,1,IFNg,8/14/2014,8/22/2014,136.7475,9/8/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885216
