line_id,donor,clone,replicate,ips_received,ips_started,passage_received,received_as,media,EB_formation,passage_diff,diff_start,salmonella_date,atac_date,flow_date,medium_changes,terminated,status,mean_purity,max_purity,genotype_id,open_access,sex,RNA_included,ATAC_included
coyi_3,coyi,3,1,9/2/2015,9/9/2015,44,frozen,E8,9/27/2015,48,9/30/2015,11/5/2015,11/5/2015,11/3/2015,7,11/6/2015,Success,0.983437698520737,0.984481350394773,HPSI0913i-coyi_3,0,female,1,1
eiwy_1,eiwy,1,1,9/2/2015,9/15/2015,17,frozen,E8,10/20/2015,23,10/23/2015,12/2/2015,12/2/2015,11/27/2015,7,12/4/2015,Success,0.979667116509222,0.98502024291498,HPSI0214i-eiwy_1,1,female,1,1
fafq_1,fafq,1,1,9/2/2015,9/2/2015,27,frozen,E8,9/13/2015,31,9/16/2015,10/14/2015,10/14/2015,10/16/2015,5,10/14/2015,Success,0.97881679389313,0.999045801526718,HPSI0314i-fafq_1,1,male,1,1
fpdj_3,fpdj,3,1,10/8/2013,7/22/2014,39,frozen,KSR,8/11/2014,43,8/15/2014,9/18/2014,NA,9/19/2014,6,9/23/2014,Success,0.986781984334204,0.992493472584856,HPSI0813i-fpdj_3,0,female,0,0
fpdj_3,fpdj,3,2,10/8/2013,10/3/2014,39,frozen,KSR,10/25/2014,42,10/29/2014,11/26/2014,NA,12/4/2014,8,12/19/2014,Success,0.986522295321637,0.992598684210526,HPSI0813i-fpdj_3,0,female,0,0
fpdj_3,fpdj,3,0,10/8/2013,1/15/2014,39,frozen,KSR,2/3/2014,41,2/7/2014,NA,NA,5/20/2014,15,5/26/2014,FC_QC_fail,0.718303946263644,0.722292191435768,HPSI0813i-fpdj_3,0,female,0,0
guss_1,guss,1,1,9/2/2015,9/15/2015,29,frozen,E8,10/13/2015,33,10/16/2015,11/18/2015,11/18/2015,11/17/2015,5,11/25/2015,Success,0.993830378866875,0.995698644421272,HPSI0813i-guss_1,0,female,1,1
hehd_2,hehd,2,1,9/2/2015,9/2/2015,36,frozen,E8,9/27/2015,41,9/30/2015,11/5/2015,11/5/2015,11/17/2015,8,11/11/2015,Success,0.966033390903857,0.971358664363846,HPSI1213i-hehd_2,1,female,1,1
nukw_1,nukw,1,1,9/2/2015,9/6/2015,43,frozen,E8,9/20/2015,47,9/23/2015,11/5/2015,10/27/2015,11/3/2015,7,11/5/2015,Success,0.980911882825419,0.991353649893692,HPSI0613i-nukw_1,0,female,1,1
qaqx_1,qaqx,1,1,9/2/2015,9/2/2015,16,frozen,E8,9/28/2015,20,10/1/2015,11/18/2015,11/18/2015,11/27/2015,11,11/30/2015,Success,0.97970166963302,0.987287058225273,HPSI0314i-qaqx_1,1,female,0,1
qolg_3,qolg,3,1,10/24/2014,9/14/2015,40,frozen,E8,10/7/2015,44,10/10/2015,11/5/2015,11/13/2015,11/17/2015,6,11/11/2015,Success,0.988200125865324,0.988672120830711,HPSI1113i-qolg_3,1,male,1,1
uaqe_1,uaqe,1,1,9/2/2015,9/9/2015,20,frozen,E8,9/28/2015,24,10/1/2015,NA,10/27/2015,NA,7,11/6/2015,Success,NA,NA,HPSI0813i-uaqe_1,0,female,0,1
